Run, velocity(km/s), b(km/s), Temp(K), N_fit, upper_N_err, lower_N_err, q_fit, upper_q_err, lower_q_err, area, area_err
T3_v430_chi3000, 61.897, 408.489, 803166.835, 1.05288229606e+13, 1.29720468057e+12, 1.05286794822e+13, 0.0102292599122, 33.3001568017, 8.17799284868e-07, 6.24411570957e+12, 4182.38378906
T3_v430_chi3000, 58.336, 454.996, 829844.379, 6.75159543249e+12, 1.51416706739e+12, 6.74655158181e+12, 0.00531047927639, 19.6506093209, 1.97951476703e-08, 4.8140880471e+12, 3891.41015625
T3_v430_chi3000, 74.255, 465.944, 802189.559, 8.58001855355e+12, 2.66879080068e+12, 8.57809013075e+12, 0.00650661057106, 27.0546551747, 2.46202093374e-08, 5.81284965532e+12, 4510.06152344
T3_v860_chi3000, 67.585, 747.404, 842097.551, 9.12516037349e+12, 1.18628664073e+12, 9.1229099873e+12, 0.0110108200027, 29.5440699837, 3.5428287453e-08, 5.28215743141e+12, 3436.51855469
T3_v860_chi3000, 67.275, 710.085, 812954.251, 7.74487030604e+12, 2.48454298323e+12, 7.73529121254e+12, 0.00466811223911, 22.7168749135, 7.97123489264e-09, 5.68922489021e+12, 4668.18261719
T3_v860_chi3000, 104.827, 623.219, 824635.517, 1.05775045682e+13, 6.49100299542e+12, 1.05738929622e+13, 0.00355436125139, 32.8564363413, 3.02787386526e-06, 8.22070164221e+12, 6721.61230469
T3_v860_chi3000, 117.758, 574.845, 813629.946, 1.46011411711e+13, 1.37925280363e+12, 1.46006485435e+13, 0.00811332797983, 24.2227346377, 6.2655583985e-09, 9.30142805695e+12, 6770.73632812
T1_v3000_chi1000, 237.905, 2554.766, 782072.093, 4.60605368527e+13, 9.47205552718e+12, 4.60604716713e+13, 0.0298767574331, 32.625966029, 8.24652560225e-06, 1.78953512816e+13, 7315.234375
T1_v3000_chi1000, 324.775, 2384.423, 790466.605, 9.88263911805e+13, 8050313016.33, 9.88262891787e+13, 0.0952389378892, 23.9033926719, 2.75389069881e-09, 2.0837975038e+13, 188376.570312
T1_v3000_chi1000, 223.59, 2567.795, 776149.151, 1.22076184169e+14, 334142722.344, 1.22072165967e+14, 0.111110063217, 14.1540095832, 1.48465813254e-09, 2.34984752384e+13, 186667.554688
T1_v3000_chi1000, 365.81, 2283.069, 827362.632, 4.4131037489e+13, 782341021814.0, 4.41303386993e+13, 0.0298611628161, 43.6212654144, 6.78853013525e-08, 1.71498500206e+13, 7012.31835938
T10_v1500_chi10000, 62.833, 1463.184, 758404.104, 7.11354279666e+12, 2.34082444137e+12, 7.11316058739e+12, 0.00935785306583, 28.2119994409, 9.16857457144e-08, 4.33990979558e+12, 3006.29980469
T10_v1500_chi10000, 89.379, 1341.578, 788319.959, 1.03781072222e+13, 6.33865102561e+12, 1.03778918626e+13, 0.00486604607422, 38.6594606361, 7.58351267116e-06, 7.55246666268e+12, 6173.72851562
T10_v1500_chi10000, 76.787, 459.335, 739098.312, 1.24778658716e+13, 3.9187616014e+12, 1.24653561957e+13, 0.0181811170887, 24.3801950075, 3.65389565132e-09, 6.00800934052e+12, 3139.47460938
T10_v1500_chi10000, 94.233, 571.778, 757686.583, 9.52529605388e+12, 1.54086082508e+12, 9.52485365446e+12, 0.00788766638976, 23.7303122914, 2.874725098e-07, 6.11804825e+12, 4494.0703125
T1_v480_chi1000, 85.643, 405.042, 995554.391, 7.62747100739e+12, 833280331732.0, 7.6256775222e+12, 0.00500824846248, 26.0871349658, 1.00396035149e-09, 5.51411072855e+12, 4493.04199219
T1_v480_chi1000, 60.844, 416.518, 899917.513, 1.223350287e+13, 3.70145034882e+12, 1.22328886875e+13, 0.00276865401792, 31.7137648214, 2.68121395281e-08, 9.93811305143e+12, 7690.17578125
T1_v480_chi1000, 108.09, 335.556, 895888.845, 1.28422228694e+13, 3.21650196025e+12, 1.28420050752e+13, 0.00573718024379, 41.8076150115, 9.04010939127e-06, 8.98599868707e+12, 7167.69726562
T1_v480_chi1000, 137.001, 315.131, 952680.424, 1.70946335072e+13, 256785476055.0, 1.70939920679e+13, 0.00718555108515, 29.7537254786, 6.11200394116e-10, 1.12739540584e+13, 8518.453125
