Run, velocity(km/s), b(km/s), Temp(K), N_fit, upper_N_err, lower_N_err, q_fit, upper_q_err, lower_q_err, area, area_err
T0.3_v3000_chi300, 244.488, 133.693, 11599.967, 5.72060188354e+16, 341991080.0, 5.72060115854e+16, 1.01508184938, 14.6219120336, 1.11962665805e-08, 2.61435570167e+15, 25976903.6255
T0.3_v3000_chi300, 403.932, 350.48, 13884.487, 1.62271073404e+16, 254025602.0, 1.62271069901e+16, 0.516004177739, 23.3135492902, 5.02024488647e-09, 1.16343028253e+15, 1205512.5
T3_v430_chi3000, 17.04, 27.505, 11394.809, 2.20175945114e+15, 2.16565088596e+14, 2.20175933721e+15, 0.00320432879279, 45.9408176822, 2.72876307294e-05, 1.7443526914e+15, 1403370.25
T3_v430_chi3000, 20.342, 42.627, 11313.01, 2.06529738973e+15, 6.79018837902e+13, 2.06529735263e+15, 0.0022765579, 42.8547032378, 3.15911835506e-05, 1.72905656276e+15, 1228571.25
T3_v430_chi3000, 31.371, 30.895, 12630.326, 3.56618312448e+15, 4.27518099804e+12, 3.56618309426e+15, 0.0281260919444, 39.9210463817, 7.39409143104e-07, 1.42448537397e+15, 600840.0
T3_v430_chi3000, 46.601, 31.677, 14126.232, 2.98017889426e+15, 6.17134667964e+12, 2.98017866255e+15, 0.0306177851189, 35.5951122419, 1.70206783459e-08, 1.14475418959e+15, 461962.25
T3_v860_chi3000, 19.346, 50.057, 10380.078, 4.54288483291e+15, 1.0212372187e+13, 4.54288406419e+15, 0.0104539207431, 42.7660376965, 6.59008343016e-07, 2.67516911912e+15, 1776740.0
T3_v860_chi3000, 33.323, 40.063, 11236.304, 5.62600869569e+15, 1.58943614321e+14, 5.62600775507e+15, 0.024093660995, 46.7666481819, 2.93842658483e-05, 2.40784024608e+15, 1098353.0
T3_v860_chi3000, 60.03, 40.852, 13993.768, 4.8114835425e+15, 811856234267.0, 4.81148235944e+15, 0.040751685222, 30.9825021966, 4.0363739684e-08, 1.60989936534e+15, 554724.0
T3_v860_chi3000, 75.83, 47.166, 15166.194, 3.25460536094e+15, 2.87333001056e+12, 3.25460527519e+15, 0.0520979024152, 39.3444623018, 3.79402120259e-06, 9.60043852571e+14, 12726482.5
T1_v3000_chi1000, 123.312, 83.361, 11960.127, 1.34915496316e+17, 1167436432.0, 1.34915496276e+17, 2.47907490732, 20.5862768268, 3.90284089491e-08, 3.55378965962e+15, 2248599.65285
T1_v3000_chi1000, 158.809, 94.269, 11412.837, 9.09371629191e+16, 968626816.0, 9.09371628726e+16, 1.54032855841, 16.4758732619, 3.05144678414e-08, 3.18120399242e+15, 34780742.0608
T1_v3000_chi1000, 128.954, 141.39, 8898.956, 4.50394587194e+16, 402370576.0, 4.50394584906e+16, 0.705474119115, 20.7606699158, 1.15667621037e-08, 2.61925156436e+15, 11520568.5
T1_v3000_chi1000, 274.875, 218.857, 15863.749, 6.94509376077e+15, 34825601458.0, 6.94509198089e+15, 0.183344020343, 29.0515451905, 4.48480746984e-09, 9.81882680991e+14, 5079439.125
T10_v1500_chi10000, 24.651, 35.088, 10635.586, 4.69485382784e+15, 1.82724923012e+13, 4.69485379527e+15, 0.0156155809995, 40.4697843046, 6.46612732132e-06, 2.39881906838e+15, 1344254.5
T10_v1500_chi10000, 40.598, 33.734, 12456.448, 7.83092220876e+15, 207995825763.0, 7.83091903507e+15, 0.0471496799792, 21.9888223609, 1.00798935171e-09, 2.43325621251e+15, 34001624.0
T10_v1500_chi10000, 41.466, 34.091, 11661.353, 1.4840908907e+16, 1525663276.0, 1.4840908821e+16, 0.204877587897, 23.9192897301, 1.80541867567e-09, 1.95500731676e+15, 8582284.5
T10_v1500_chi10000, 58.351, 42.926, 14022.747, 3.75830769606e+15, 2.26897687751e+12, 3.75830754443e+15, 0.0562150771735, 43.871844417, 1.21644872155e-06, 1.06479141834e+15, 13542001.375
T1_v480_chi1000, 21.406, 41.01, 10323.551, 3.33061933672e+15, 3.46194675846e+13, 3.33061752076e+15, 0.00647692897843, 32.3971355981, 2.06997172708e-07, 2.2591798264e+15, 1754787.5
T1_v480_chi1000, 34.22, 47.881, 11228.092, 5.36687182804e+15, 4.4464606954e+12, 5.36687172643e+15, 0.0314297521246, 40.5730679361, 1.48229579654e-06, 2.03646753189e+15, 810497.25
T1_v480_chi1000, 54.901, 44.427, 12201.043, 9.23094985961e+15, 417401428528.0, 9.23094775906e+15, 0.0744005339183, 22.9984887077, 6.56056042825e-10, 2.24257739846e+15, 24150170.5
T1_v480_chi1000, 85.968, 50.607, 15375.212, 3.51748362969e+15, 1.1019354144e+12, 3.51748354287e+15, 0.0397096745674, 35.6134379417, 1.03361589288e-07, 1.19221029427e+15, 417019.25
